,qlabel,lemmas,instruction,category
11443,NULL,(),Give me a list of the last 10 mens college hockey champions.,brainstorming
11444,NULL,(),How many cards are there is a standard deck of cards ?,open_qa
11445,NULL,(),List a few female comedians that have Netflix specials,brainstorming
11446,DOQ,"('do', 'Dead')",Did the Grateful Dead play at the original Woodstock concert?,closed_qa
11447,NULL,(),From the passage identify the different types of mortality encompassed by Child mortality. Display the results in a comma separated format.,information_extraction
11448,WHQ,"('what', 'be')",What are 6 different reasons to go on vacation?,brainstorming
11449,WHQ,"('why', 'be')",Why is the Bay Area football team called the 49ers?,open_qa
11450,NULL,(),"Given a reference text about multiple myeloma, tell me the risk factors and the cause of the disease.",closed_qa
11451,WHQ,"('who', 'be')","Who was On the Point of Death directed by, given the following information?",closed_qa
11452,WHQ,"('why', 'be')",Why is Cricket popular in India?,general_qa
11453,NULL,(),How many times Max Verstappen won the F1 Championship ?,brainstorming
11454,WHQ,"('what', 'be')",What is an aurora?,open_qa
11455,WHQ,"('what', 'be')",What is linear programming and how to solve?,open_qa
11456,WHQ,"('which', 'be')",Which is a species of fish? Icefish or Iceberg,classification
11457,WHQ,"('what', 'be')",What are the different ways in which a batsman in cricket can be dismissed,brainstorming
11458,NULL,(),"Given the reference text about a towboat, how does the boat work?",closed_qa
11459,WHQ,"('what', 'be')",What is your thought on children having smart phones?,general_qa
11460,WHQ,"('who', 'be')",Who was the Father of Elizabeth II ?,open_qa
11461,WHQ,"('how', 'can')",How food insecurity can lead to obesity. How can teachers help alleviate food insecurity if they identify this problem in children’s families?,general_qa
11462,QIS,"('be', 'you')",Are you ever too old for anything?,general_qa
11463,WHQ,"('what', 'be')",What is Gettysburg College?,general_qa
11464,NULL,(),"Classify each of the following as either DC or Marvel characters: Superman, Mickey Mouse, Thor,  Batwoman, Gamora, Scarlet Witch, Superman, Wonder Woman, Homer Simpson, Falcon, Moon Girl",classification
11465,NULL,(),"Classify these foods as either ""italian"", ""french"", ""mexican"" or ""other"". Crepes Suzette, Parmigiana di melanzane, La paella de marisco, Tahchin, Tacos al pastor, Soupe à l'oignon, Enchiladas, Pappardelle al ragù.",classification
11466,WHQ,"('what', 'begin')","What begins with the letter ""e"" and only contains one letter?",open_qa
11467,NULL,(),How many months have less than 31 days?,brainstorming
11468,NULL,(),How many seasons was Jeff Fisher the head coach of the Titans while they were not in Tennessee?,closed_qa
11469,WHQ,"('what', 'be')",What is gravity?,general_qa
11470,NULL,(),Write a brief paragraph of the benefits of attending Arizona State University,creative_writing
11471,WHQ,"('when', 'be')",When is the best time to transplant bearded iris?,general_qa
11472,NULL,(),"Imagine you are at the beach in Hawaii at sunset time. Describe what you see, smell and hear as you relax on a beach chair.",creative_writing
11473,NULL,(),"Which of these would you not wear on a hot summer day? Sweatshirt, t-shirt, shorts, tank top, hat, wool coat, leather trousers, crop top.",classification
11474,DOQ,"('do', 'Bisons')",Did the Bisons have a winning season in 1958?,summarization
11475,WHQ,"('what', 'be')",What is the best way to handle depression,open_qa
11476,NULL,(),Give me a bulleted list of first person shooter games on PS4,brainstorming
11477,NULL,(),"From the given paragraph, extract the industry sector and the corresponding percentage of GDP in the format {Industry sector} - {Percentage} and list them using bullets",information_extraction
11478,NULL,(),Please provide some resources that will help me think through the process of creating an online course.,open_qa
11479,NULL,(),Note down some details about Munda Airport from the given text,summarization
11480,NULL,(),"In the x86-64 architecture, how can the operating system specify which pages cannot contain executable code?",information_extraction
11481,WHQ,"('why', 'do')",Why do people put ICE as a contact in their cell phone?,open_qa
11482,WHQ,"('where', 'be')",Where is Chiria,open_qa
11483,WHQ,"('who', 'write')",Who wrote Les Miserable,open_qa
11484,WHQ,"('what', 'be')",What is life like living underwater?,creative_writing
11485,NULL,(),"Given this paragraph about Freddie Mercury, where was his last performance with Queen.",closed_qa
11486,NULL,(),"Based on the provided text, how many awards did the book ""The Killing Jar"" win and what year were they awarded?",closed_qa
11487,NULL,(),"Make me a list of give cocktails made using vodka, include any other ingredients required.",brainstorming
11488,NULL,(),"Tell me whether these are flowers or trees: lily, oak, rose, pine, marigold, hickory, dahlia, spruce",classification
11489,NULL,(),Give me a list of great sci-fi,brainstorming
11490,WHQ,"('what', 'be')",What is API abuse?,general_qa
11491,NULL,(),Brainstorm a list of five different animals that you could find on a farm,brainstorming
11492,NULL,(),List down some facts regarding the Republican Party of Arkansas from given text,summarization
11493,NULL,(),Conference of Parties (COP) is the supreme body of?,open_qa
11494,DOQ,"('do', 'alien')",Do aliens exist?,general_qa
11495,WHQ,"('what', 'be')",What are your views on parenting?,creative_writing
11496,NULL,(),"Classify each of the following as edible or not edible: hamburger, toast, rubber, leather, pizza, plastic",classification
11497,WHQ,"('who', 'be')",Who was the guitarist and drummer of The Verve?,information_extraction
11498,WHQ,"('who', 'be')",Who is the most powerful person in the world?,open_qa
11499,WHQ,"('what', 'be')",What are some tips that kids could use to learn the lines of a musical school play? Write them as if they are narrated by an elementary school student.,brainstorming
11500,WHQ,"('what', 'be')",What is India famous for?,general_qa
11501,WHQ,"('who', 'be')",Who was Edmund Converse Pierce II?,summarization
11502,WHQ,"('what', 'be')",What are the best types of pets for a family with kids?,general_qa
11503,NULL,(),I want to become a pro MMA fighter. How can I go about doing so?,general_qa
11504,NULL,(),Give me a list of the last 5 NBA championship teams,brainstorming
11505,WHQ,"('what', 'be')",What is Perseverance doing on Mars?,general_qa
11506,WHQ,"('why', 'be')",Why are the Georgia Bulldogs back to back National Champions in Football?,brainstorming
11507,NULL,(),"Given a reference text about Sourcefire, what company acquired it and how much was it acquired for?",closed_qa
11508,NULL,(),Name the spyware used by Israel to hack Whatsapp?,open_qa
11509,NULL,(),Give me a list of Australian Capital cities,brainstorming
11510,NULL,(),"I’m walking to work and I’d like to carry helpful things in my backpack for a big presentation. Which of these should I pack: rotary telephone, eighty inch monitor, laptop,  notepad, beer keg, pen.",classification
11511,NULL,(),Steps to choose right colour for occasion,brainstorming
11512,NULL,(),"Select the odd word from this list and explain why you chose it
Galaxy S23
Milky Way
Pinwheel Galaxy
Andromeda Galaxy
Sombrero Galaxy",classification
11513,WHQ,"('what', 'be')",What’s the difference between Delta Live Tables and Workflows?,open_qa
11514,WHQ,"('what', 'be')",What are some ways you can pop a balloon?,brainstorming
11515,NULL,(),Is having a board of directors important,open_qa
11516,NULL,(),List all the important milestone in chronological order,information_extraction
11517,WHQ,"('what', 'make')",What makes us happy ?,general_qa
11518,NULL,(),"Given the reference text about ""The New Deal"", what are the ""3 R's"" historians refer to about the program.",closed_qa
11519,NULL,(),Which episodes of season two of Game of Thrones did David Nutter direct?,open_qa
11520,WHQ,"('how', 'be')",How are odds different from probability?,open_qa
11521,WHQ,"('which', 'be')",Which was the first film to reach he billion-dollar mark?,information_extraction
11522,NULL,(),"How many children did Louis Pasteur have, and how many died of typhoid fever?",closed_qa
11523,WHQ,"('who', 'do')",Who did Outcault paint electric light displays for?,closed_qa
11524,QIS,"('be', 'these')","are these seas or oceans?
atlantic
indian
caspian
red
arabian
pacific
baltic
yellow
southern",classification
11525,QIS,"('be', 'it')",Is it wrong to split the infinitive?,open_qa
11526,WHQ,"('what', 'be')",What is the Masters Tournament?,summarization
11527,WHQ,"('what', 'be')",What are some common errors when using Kafka with Spark?,general_qa
11528,WHQ,"('what', 'be')",What is FedRAMP?,open_qa
11529,WHQ,"('who', 'be')",Who are the best chess players of all time?,open_qa
11530,WHQ,"('what', 'be')",What was the final name of Great Northern in this passage,summarization
11531,WHQ,"('what', 'be')",What are the best complex board games for two players?,brainstorming
11532,WHQ,"('what', 'be')",What are 5 easy dinner ideas that kids will like?,brainstorming
11533,NULL,(),Best place to visit in the world,brainstorming
11534,WHQ,"('what', 'transport')",What natural disaster transports Dorothy to Oz in the Wizard of Oz?,open_qa
11535,WHQ,"('what', 'be')",What is the style of play for Zlatan Ibrahimović?,classification
11536,WHQ,"('what', 'be')",What’s the easiest coffee brewing method?,general_qa
11537,WHQ,"('when', 'do')",When does baby start crawling?,open_qa
11538,WHQ,"('which', 'be')","Which astronomer is name-dropped in ""Bohemian Rhapsody?""",open_qa
11539,NULL,(),"Extract from the following passage, the periods of time does sunrise refer to.",information_extraction
11540,NULL,(),From the passage note down the years when global recession happened. List the results in comma separated format.,information_extraction
11541,NULL,(),Name the mathematicians whose stories are the focus of the book Hidden Figures,information_extraction
11542,NULL,(),How many Silver Star awards did James Frederick Moriarty receive?,closed_qa
11543,NULL,(),I am planning to buy a bicycle; can u advise what to look out for when buying?,general_qa
11544,WHQ,"('what', 'be')",What are four different recipes that you can make with Brussels Sprouts?,brainstorming
11545,WHQ,"('who', 'be')",Who is Bon Jovi,summarization
11546,WHQ,"('what', 'be')","What are the best ramen places to eat in San Mateo, CA?",open_qa
11547,NULL,(),Show me general reviews received for game Meat Puppet using given text as a reference,summarization
11548,NULL,(),"I'm confused as to which of these food staples have gluten and which are gluten-free. From this list can you tell me which is which: Pasta, rice, potatoes, noodles and bread.",classification
11549,NULL,(),Remove the last names of all people in this passage,information_extraction
11550,NULL,(),Extract all the metrics used to measure the performance of IPSTAR from the following paragraph. Present the results in a list separated by commas.,information_extraction
11551,NULL,(),"Give me a list of five of the most widely known recording artists/bands of all time, across all genres of music.",brainstorming
11552,WHQ,"('why', 'do')",Why did the San Francisco 49ers lose some fans in the mid-2000s?,brainstorming
11553,NULL,(),"From the passage provided, extract the launch date and current distance from Earth in miles of Voyager 1.",information_extraction
11554,NULL,(),Given the paragraph is Strip the most famous hotel in Las Vegas?,summarization
11555,WHQ,"('what', 'be')",What are the words of House Ambrose?,open_qa
11556,NULL,(),Describe 5 different uses for a stick that is 2 feet long and 1 inch in diameter.,brainstorming
11557,WHQ,"('who', 'come')",Who came in first place in Formula One the last ten years?,brainstorming
11558,WHQ,"('what', 'do')",What achievements did Cade Cunningham receive during his first year in the NBA based on the provided paragraph?,closed_qa
11559,NULL,(),Extract the main actors and actresses who played in the show Parks and Recreation.,information_extraction
11560,NULL,(),Why I want to visit Chicago,creative_writing
11561,WHQ,"('what', 'be')",What is retail banking?,open_qa
11562,NULL,(),"Give me a one line summary of the story below: 

A long long time ago the Queen of Odisha heard that there was a master stone sculptor who made such stunning statues of the gods that people would weep from happiness at the beauty of the statues if they saw them. One summer day, while resting indolently with the King in the main hall of the royal palace, the Queen suddenly had a thought. ""How nice it would be, King, if we could build some beautiful statutes of Lord Jagannath so that the people can come worship Jagannath, Balabhadra, and Subadhra. What do you think?"" 

The King thought for a few minutes, and then nodded in agreement. ""What do you have in mind, my Queen?"" And so, soon the stone sculptor was summoned to appear before the Court for an appointment to build in his way the statutes of the gods. Soon the monsoon season started and the sculptor appeared in front of the court, awaiting his appointment. He was a humble man from the mountainous regions of Odisha. Even at his best-dressed, one couldn't help but notice his rough hands, and the small sprinkling of dust that seemed ever present in his hair. 

The King and Queen graciously waited as the sculptor bowed and then asked ""Your majesties, what can I do for you?"" The Queen leaned forward in her throne and her voice rang out in the court ""We have heard, o Master Sculptor, of your skills from people far and wide across the Kingdom. We dream of having you put your skills to use to build beautiful statues that will represent Lord Jagannath, Subhadra, and Balabhadra for our people to worship.""

The sculptor was silent. As his silence extended, ministers of the court began to feel restless. ""Speak up! How can you be silent when the Queen graces you so!"" But still, the sculptor was silent. 

The King and Queen sat patiently in their thrones as they waited for the sculptor to respond. Perhaps the enormity of the task was too much. Perhaps, the sculptor was thinking of what he should ask for in return. Or even more, perhaps, the sculptor was awed and honored by the request. 

At last, as the shadows from the late afternoon sun began to stretch across the floors of the hall, the sculptor shifted his weight, and opened his mouth to speak. ""Your majesties, you grace me with such a request, I cannot help but oblige. It is an honor."" At this, the Queen sat as straight as a rod, listening for the words that would come next. ""But, I can do this on one condition only. I will work in a closed hall, where none may enter - regardless of whether they can hear me working or otherwise. None may enter until I open the doors from within and proclaim to all that the statues are completed.""

The ministers gasped - what a strange request from this man. Was he a fool? What if he just slept and ate and didn't do any work? How could the King and Queen trust that he would do the work he was promising to do? The Queen looked on thoughtfully. She glanced at the King, and it seemed to her that he agreed on this condition without reservation. She looked at the sculptor and then nodded her assent. ""We decree that you shall build these statues in a hall set aside, into which no one shall enter until your work is complete and you proclaim that to us after opening the doors of the hall from within.""",general_qa
11563,NULL,(),"Identify which animal species is alive or extinct: Albertonectes, African forest elephant",classification
11564,WHQ,"('what', 'be')",What are some horror movies from 1987?,brainstorming
11565,NULL,(),Name some of the movies where Johnson acted in and the years in which the movies were released.,information_extraction
11566,WHQ,"('how', 'be')",How is the climate in Chicago IL,general_qa
11567,WHQ,"('what', 'be')",What is the objective of a batter in the sport of baseball?,closed_qa
11568,WHQ,"('which', 'be')",Which houseplants are the most popular?,general_qa
11569,WHQ,"('what', 'do')",What does Pinot Noir mean?,closed_qa
11570,WHQ,"('who', 'build')",Who built Sigiriya fortress in Sri Lanka?,closed_qa
11571,WHQ,"('what', 'would')",What would be some useful random items to help you on an island if you were stranded,brainstorming
11572,WHQ,"('what', 'be')",What are drop bears?,general_qa
11573,WHQ,"('what', 'be')","What is Scottsdale, Arizona USA known for?",brainstorming
11574,WHQ,"('what', 'be')",What are the benefits of working with a coach?,brainstorming
11575,WHQ,"('what', 'be')",What is the Daisy Bates House,summarization
11576,NULL,(),"With the given passage as a reference, write some details about Popelogan River",summarization
11577,NULL,(),How many episodes of the first season of Game of Thrones did Daniel Minahan direct?,open_qa
11578,NULL,(),"Given a reference text about the Osterville Baptist Church, tell me why its steeple was rebuilt and when it was listed on the National Register of Historic Places.",closed_qa
11579,WHQ,"('who', 'betray')",Who betrayed Jesus to the Romans,open_qa
11580,WHQ,"('why', 'be')",Why is the sky blue?,open_qa
11581,WHQ,"('what', 'be')",What is a subprocessor for purposes of data privacy laws?,general_qa
11582,WHQ,"('where', 'can')",Where can you find the best bagel in the world?,open_qa
11583,WHQ,"('why', 'be')",Why are Dr. Seuss books so good?,open_qa
11584,NULL,(),Which one is best for youtube creator gorpro or DJI Osmo pocket 2,brainstorming
11585,WHQ,"('what', 'be')",What is the name of the professional football team in Colorado?,open_qa
11586,WHQ,"('where', 'be')",Where is the best place to view the Northern Lights in Europe?,general_qa
11587,QIS,"('be', 'anthology')",Is Anthology 3 the White Album,summarization
11588,WHQ,"('what', 'be')",What is the stock market?,general_qa
11589,WHQ,"('what', 'be')","What is Forest Park (Springfield, MA)?",summarization
11590,NULL,(),"Classify each of the following as either a lepton or a hadron: electron, proton, neutron, pi meson, electron neutrino, muon neutrino, tau neutrino.",classification
11591,WHQ,"('who', 'be')",Who is the fastest person on earth?,open_qa
11592,NULL,(),"Many important hominid fossils have been found in Tanzania, such as 6-million-year-old Pliocene hominid fossils. The genus Australopithecus ranged across Africa between 4 and 2 million years ago, and the oldest remains of the genus Homo are found near Lake Olduvai. Following the rise of Homo erectus 1.8 million years ago, humanity spread all over the Old World, and later in the New World and Australia under the species Homo sapiens. H. sapiens also overtook Africa and absorbed the older species of humanity. Later in the Stone and Bronze Age, prehistoric migrations into Tanzania included Southern Cushitic speakers who moved south from present-day Ethiopia; Eastern Cushitic people who moved into Tanzania from north of Lake Turkana about 2,000 and 4,000 years ago; and the Southern Nilotes, including the Datoog, who originated from the present-day South Sudan–Ethiopia border region between 2,900 and 2,400 years ago.: page 18  These movements took place at about the same time as the settlement of the Mashariki Bantu from West Africa in the Lake Victoria and Lake Tanganyika areas. They subsequently migrated across the rest of Tanzania between 2,300 and 1,700 years ago.",information_extraction
11593,NULL,(),How to optimize space usage in garage,brainstorming
11594,NULL,(),"Identify which instrument is string or percussion: Frame drum, Citole",classification
11595,WHQ,"('what', 'be')",what is meetup group,general_qa
11596,NULL,(),Extract the names of the teams Alexandra Oquendo was a part of from the text. Separate them with a comma.,information_extraction
11597,NULL,(),Without quoting directly from the text give me a summary of Article 1 of the U.S. Constitution.,summarization
11598,NULL,(),List the agricultural reasons why sheep were domesticated,information_extraction
11599,WHQ,"('what', 'be')",What is Dataproc?,open_qa
11600,WHQ,"('what', 'be')",What are the top 5 best movies ever made?,brainstorming
11601,WHQ,"('what', 'do')",What does the Atomic Energy Research Establishment School do,summarization
11602,NULL,(),"According to the passage, mention some of Taylor’s early albums.",information_extraction
11603,NULL,(),"Given a reference about the creation of the UFC, tell me the member of the Gracie family  who co-created the UFC and the city they hosted the first UFC event.",closed_qa
11604,NULL,(),Write a short poem about the relevance of AI in the workplace in the style of Edgar Allan Poe's The Raven.,creative_writing
11605,NULL,(),Name a good wood for a beginning wood carving project?,open_qa
11606,WHQ,"('what', 'be')",What are some of the best TV shows on HBO?,general_qa
11607,WHQ,"('what', 'be')",What is telnet?,open_qa
11608,WHQ,"('where', 'do')",Where did Rock and Roll come from?,open_qa
11609,WHQ,"('how', 'do')",How do people travel?,general_qa
11610,NULL,(),Please give me a bulleted list of men's Roland Garros champions of the last 5 years.,brainstorming
11611,NULL,(),In what city was Titanium first discovered?,information_extraction
11612,NULL,(),How many times have the Boston Celtics won the NBA championship?,open_qa
11613,NULL,(),"List some of the television gameshows that Bob Stewart created, co-created, and/or produced.",open_qa
11614,NULL,(),"Given this paragraph, which two US interstates were not originally continuous? Have they now been made continuous?",closed_qa
11615,NULL,(),"Given this paragraph about Platylesches Robustus, what type of insect is it and how many countries can it be found?",closed_qa
11616,NULL,(),Describe the main areas of assembly in an automotive factory.,creative_writing
11617,NULL,(),"When thinking about ways to describe communications, which of these adjectives describes verbosity, and which describe communication which is concise. Wordy, succinct, prattling, effusive, abridged, babbling.",classification
11618,WHQ,"('what', 'be')",What is the source or cause of the Sun’s light?,open_qa
11619,NULL,(),Best resorts in Maldives,brainstorming
11620,WHQ,"('how', 'do')","How do Nietzsche and Haraway critique the concept of scientific knowledge and its pursuit of objectivity? How do they use the ideas of ""the god-trick"" and ""pride"" to explain the faults in scientific discoveries?",creative_writing
11621,NULL,(),"I'm always confused while segregating the trash. Could you help me identify what should go where? I have to throw these items: Soda Can, Paper Napkin, and Coffee Cup.",classification
11622,NULL,(),how many limbs are in yoga,general_qa
11623,NULL,(),"In the summary below of episode 158 of the series Black Clover, how did the Spade army lose?",closed_qa
11624,WHQ,"('how', 'should')",How Should I train my dog?,brainstorming
11625,WHQ,"('what', 'be')",What are the words of House Smallwood?,open_qa
11626,WHQ,"('what', 'should')",What should I think about when driving a car in a city?,general_qa
11627,NULL,(),Can I stream data directly into and from Delta tables?,general_qa
11628,NULL,(),Write a letter to my mum and dad detailing the reasons why they should buy me a pet tortoise,creative_writing
11629,WHQ,"('what', 'be')",What is contemporary style of dance?,general_qa
11630,WHQ,"('what', 'be')",What is the CGRO that detects photons?,summarization
11631,WHQ,"('what', 'be')",What language is spoken on the Aru Islands?,information_extraction
11632,WHQ,"('what', 'be')",What are some strategies to survive in nature?,brainstorming
11633,NULL,(),"Choose the odd one out: Roger Federer, Roger Moore, Roger Binny",classification
11634,NULL,(),What type of bicycle should I buy?,general_qa
11635,NULL,(),How many times has Tiger Woods won the Masters tournament?,open_qa
11636,NULL,(),"GIven this paragraph about American film director David Fincher, what are his reported upcoming projects.",closed_qa
11637,WHQ,"('where', 'be')",Where are the oldest oak trees in Central America?,closed_qa
11638,NULL,(),Please write a summary of the kinds of vehicles that are used for ambulances.,summarization
11639,NULL,(),Summarize The Innovator's Dilemma in a few sentence,summarization
11640,NULL,(),By what percentage of vote margin did Ralph Northam win over Aneesh Chopra in the 2013 election for Governor of Virginia?,closed_qa
11641,WHQ,"('what', 'have')",What U.S. President has left the White House to be re-elected again?,brainstorming
11642,NULL,(),"Write an e-mail to the office asking employees to clean their coffee mugs rather than leave them in the sink. It should be polite, but express some annoyance.",creative_writing
11643,WHQ,"('when', 'do')",When do avalanches occur?,general_qa
11644,NULL,(),"Identify which instrument is string or percussion: Carimbo, Gusle",classification
11645,WHQ,"('when', 'do')",When did California become a state?,open_qa
11646,NULL,(),Cyrus Mistry was the  6th Chairman of Tata Sons between between which years,open_qa
11647,WHQ,"('what', 'be')",What are all the dates that the Borneo visited Bencoolen written in the format Month Day Year?,information_extraction
11648,NULL,(),How to make a dated home look modern?,brainstorming
11649,WHQ,"('why', 'be')",Why are people eating eggs at Easter,closed_qa
11650,QIS,"('be', 'Punk')",Is Daft Punk still together?,open_qa
11651,NULL,(),Extract the text the name of the architect who designed the Josephine Shaw Lowell Memorial Fountain,information_extraction
11652,WHQ,"('where', 'do')",where does the word dynamite come from?,open_qa
11653,WHQ,"('what', 'be')",What is Materialized View?,closed_qa
11654,WHQ,"('why', 'be')",Why are plants green?,general_qa
11655,NULL,(),What flavors of girl scout cookies are available?,general_qa
11656,WHQ,"('what', 'be')",What is passive solar building design,summarization
11657,NULL,(),How many times did Gordie Howe retire?,closed_qa
11658,WHQ,"('what', 'be')",What's the relationship between aperture and shutter speed?,general_qa
11659,NULL,(),"Tell me whether each of these is a drug or food: marijuana, fried chicken, alcohol, caffeine, sushi, mango",classification
11660,WHQ,"('what', 'be')",What are the things I can do to pass time while waiting for my appointment at a DMV office? I don’t want to use my phone.,brainstorming
11661,WHQ,"('what', 'be')",What was the first Harry Bosch book called?,closed_qa
11662,NULL,(),"Which part of the United States is known as the ""four corners"" area?",open_qa
11663,NULL,(),"From the passage provided, extract where the Fembe language is spoken.",information_extraction
11664,WHQ,"('who', 'be')",Who were the United States Presidents?,general_qa
11665,WHQ,"('what', 'be')",What are some typical attributes of a tortoiseshell cat?,open_qa
11666,WHQ,"('which', 'conquer')",Which Targaryen conquered Westeros?,open_qa
11667,NULL,(),From the passage note down the various video categories on YouTube. List the results in comma separated format.,information_extraction
11668,NULL,(),Write a motivating note to a friend who wants to lose weight,creative_writing
11669,WHQ,"('what', 'do')",What genre did Taylor Swift begin her career in?,open_qa
11670,NULL,(),Name some of the well-known superheroes of Marvel Comics as per the passage.,information_extraction
11671,NULL,(),Give a list of the parts of your physical appearance you would want to change?,brainstorming
11672,NULL,(),"Given a reference text about Tom Cruise, tell me when they were born and what they are famous for.",closed_qa
11673,NULL,(),Please extract a list from this paragraph of the brain regions impacted by alcohol-related dementia and separate them using commas.,information_extraction
11674,WHQ,"('which', 'start')",Which nation started the Arab Spring and what caused it?,closed_qa
11675,NULL,(),Name some famous Bollywood actors?,open_qa
11676,NULL,(),"In football, if touchdowns is the main way to get points, why can't the quarterback always throw the ball to the end zone every time?",creative_writing
11677,WHQ,"('what', 'be')",What is man's best friend?,open_qa
11678,NULL,(),"From the passage provided, extract the population of Bainbridge Island",information_extraction
11679,NULL,(),Right data distribution strategy for Azure Synapse,brainstorming
11680,NULL,(),Name some celebrities who have been diagnosed with multiple sclerosis.,open_qa
11681,WHQ,"('who', 'be')",Who are the most famous English writers?,open_qa
11682,WHQ,"('what', 'be')",What is OAuth 2.0?,open_qa
11683,WHQ,"('why', 'be')",Why are so many movies and tv shows merely recycled stories from previously successful stories ?,brainstorming
11684,WHQ,"('why', 'do')",Why do people prefer Windows over Linux?,open_qa
11685,NULL,(),"Given this paragraph about Mass–energy equivalence, tell me what each part of the equation E=mc² stands for.",closed_qa
11686,NULL,(),How many NBA championships does Lebron James have?,open_qa
11687,WHQ,"('why', 'be')",Why is Cricket so popular ?,general_qa
11688,QIS,"('be', 'Linux')",Is Linux Unix?,general_qa
11689,NULL,(),"Which of the following are considered hobbies: painting, hiking, rock climbing, peapod, bears, horse riding, chess, emails, clogs, board games, button, sewing, water bottle, keyboard, reading, soccer",classification
11690,NULL,(),How to make a cup of yummy chai?,brainstorming
11691,WHQ,"('who', 'be')",Who was the best team in the NFL during the 1984 season?,summarization
11692,NULL,(),"Identify which instrument is string or percussion: Ainu fiddle, Apito",classification
11693,WHQ,"('why', 'be')",Why are most plants green?,general_qa
11694,WHQ,"('how', 'do')",How does the federal government of the USA implement separation of powers?,open_qa
11695,NULL,(),Please provide a brief history of coffee,open_qa
11696,NULL,(),"If you were a waiter and had a rude customer, what would you do?",creative_writing
11697,WHQ,"('who', 'be')",Who was the coach for the Chicago Bulls when they won the NBA championship?,open_qa
11698,WHQ,"('who', 'be')",Who is god,brainstorming
11699,NULL,(),"From the passage provided, extract the most recent stable version of C#",information_extraction
11700,WHQ,"('what', 'be')",What is the etymology of the word cookie?,summarization
11701,NULL,(),"In the paragraph below, what are the major sources of methane emissions?",information_extraction
11702,WHQ,"('how', 'be')",How long is the Georgia State Route 49,summarization
11703,WHQ,"('why', 'do')",Why does the US Federal Reserve raise interest rates?,open_qa
11704,NULL,(),"Classify each of the following animals as ectothermic or endothermic: alligator, snake, frog, goat, human, gorilla",classification
11705,NULL,(),"Write an friendly, convincing e-mail to my landlord asking whether I can get a dog.",creative_writing
11706,NULL,(),"Classify each of the following as old or young: baby, child, grandma, elderly, grandpa, octogenarian, infant",classification
11707,NULL,(),"Based on the reference text, what were the main reasons homeless people from outside of San Francisco went to San Francisco?",closed_qa
11708,NULL,(),"Given this paragraph on Lady Gaga, tell me where she was born, the middle and high school she attended and how she considered herself in high school.",closed_qa
11709,NULL,(),"Write a letter to a home seller named Ms Johnson explaining why we are interested in purchasing her home. We are a person from Washington and a person from Colorado. Focus on the natural beauty of the home, the location, and the extra space for pottery and woodworking.",creative_writing
11710,NULL,(),Write a review of your stay in a AirBnB in Rome that had a great location but poor amenities that is overall a neutral review,creative_writing
11711,NULL,(),"Extract the current cash rate from the following using the format: {x} percent

At its meeting today, the Board decided to increase the cash rate target by 25 basis points to 3.60 per cent. It also increased the interest rate on Exchange Settlement balances by 25 basis points to 3.50 per cent.
Global inflation remains very high. In headline terms it is moderating, although services price inflation remains elevated in many economies. It will be some time before inflation is back to target rates. The outlook for the global economy remains subdued, with below average growth expected this year and next.
The monthly CPI indicator suggests that inflation has peaked in Australia. Goods price inflation is expected to moderate over the months ahead due to both global developments and softer demand in Australia. Services price inflation remains high, with strong demand for some services over the summer. Rents are increasing at the fastest rate in some years, with vacancy rates low in many parts of the country. The central forecast is for inflation to decline this year and next, to be around 3 per cent in mid-2025. Medium-term inflation expectations remain well anchored, and it is important that this remains the case.
Growth in the Australian economy has slowed, with GDP increasing by 0.5 per cent in the December quarter and 2.7 per cent over the year. Growth over the next couple of years is expected to be below trend. Household consumption growth has slowed due to the tighter financial conditions and the outlook for housing construction has softened. In contrast, the outlook for business investment remains positive, with many businesses operating at a very high level of capacity utilisation.",general_qa
11712,NULL,(),"Extract the foreign nationalities living in the city of Lugo, Spain, and list them using bullets in the format {Nationality} - {Percentage} separated by a comma.",information_extraction
11713,NULL,(),Which two kings fought at the Battle of Kressenbrunn according to the text?,information_extraction
11714,NULL,(),In which century was Denis Thériault born?,closed_qa
11715,WHQ,"('what', 'be')",What is the city of Portsmouth in England famous for?,general_qa
11716,NULL,(),How many iron atoms are in a single molecule of the main component substance of ironsand?,closed_qa
11717,NULL,(),Suggest an allocation to implement a three portfolio strategy as described in the text below,closed_qa
11718,WHQ,"('what', 'be')",what is kangen water?,open_qa
11719,NULL,(),Give me an example of a screened subnet,open_qa
11720,WHQ,"('who', 'be')",Who is the best baseball player of all time?,open_qa
11721,WHQ,"('what', 'do')",What does percolate mean?,open_qa
11722,NULL,(),"Given the following paragraph about a film, who directed ""Our War""?",closed_qa
11723,NULL,(),"If Phil has three siblings, Margaret, Janis, and Louis then what are all are the names of Phil’s mother’s children?",general_qa
11724,NULL,(),"Which of these could we use to feed our kid: apple, sandwich, beer, xanax, carrot, rock.",classification
11725,NULL,(),"Classify the below persons based on whether they are kids of Shah Rukh Khan or Sanjay Dutt.
Suhana, Aryan, AbRam, Trishala, Iqra, Shahraan",classification
11726,NULL,(),Give me a list of the key elements of telecommunications developed over time,summarization
11727,WHQ,"('why', 'should')",Why should kids do homework?,general_qa
11728,WHQ,"('what', 'be')",What is fossil fighter gameplay like?,summarization
11729,WHQ,"('what', 'be')",What is the name of the first ten amendments to the Constitution?,open_qa
11730,WHQ,"('what', 'be')",What is the best way to travel to space?,general_qa
